pano_a_path,pano_b_path,label,house_a,house_b,pair_source,topology_distance,split
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-d2cb-4ee1-8d52-3f097ff705ff.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6db-12a3-4b74-84c5-aac1ea388895.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-56fc-4d3b-8372-dbeed7a54a63.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-8bbb-4c98-8f32-8ef8691f56a1.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fa-cb33-4353-84b6-c7aaae248f27.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-4ac0-46a4-8eac-20c990b9c1f2.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-37b7-408b-8f27-7dc1f5f0b909.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-fa41-4b6e-83b8-d19257b0d102.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-507f-4539-81df-4294d5833642.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-e846-4c02-8cda-957baa7ea862.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e70-64c8-4c14-8e5b-667ec4cafad2.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e73-746d-471b-8a8d-e919dd29aa97.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c3-e236-4523-83f0-2d44227bbed1.jpg,Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c4-763b-44d2-8b4f-afbb668ef0a4.jpg,0,DollhouseTask_66682,DollhouseTask_66682,topology_distance_negative,5,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-021d-47cd-83a1-cb30f29c9c46.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-293c-4e8a-86d2-417bad23964b.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1401-1bc1-4446-8129-c46b85ea99d7.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1401-3c0b-49a3-84d8-53c5ecae188b.jpg,1,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-f068-49d7-8289-e3452c63c44e.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-514a-4ff7-8fbc-3b87885c0e5f.jpg,1,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb585-ec72-43f1-8264-c628914af89b.jpg,Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb586-0c76-4b40-86ce-0e8dc89ff377.jpg,1,DollhouseTask_58472_NoOutdoor,DollhouseTask_58472_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-981e-439f-8842-02ba87c0aa95.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-b894-4d5f-8995-4efd2e8c14b8.jpg,0,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-b70e-4ed0-88f2-978c84cec34e.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-0a84-4424-8e5c-9f86224ae71d.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-bed1-4ed7-8e50-729eb0e62b5e.jpg,Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc22-4fb7-4d14-830f-3466ea0da8a6.jpg,0,DollhouseTask_63108,DollhouseTask_63108,topology_distance_negative,7,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fa-613f-47a2-88fd-a6212a20f5df.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-3002-4a5d-8cf0-f7e92545fe1d.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b2-e68b-407e-8d8c-f4a0ec62ccd9.jpg,Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-3b01-42aa-8b18-35d994f4dda1.jpg,0,DollhouseTask_58715,DollhouseTask_58715,topology_distance_negative,5,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-a76b-48e6-8014-4caa99da248f.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-2581-4ee5-8828-92528a7f707e.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde272-3cb8-40d5-8984-aeb44ef31c4b.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde273-4290-4b1e-8b44-569be8a6f559.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-8f11-414c-8394-857269317d96.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-5255-40c4-84fc-0b3e4d98adfb.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-9ec1-4d37-82ff-43af8526f325.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-5e97-4628-8a0b-ea20641bbdec.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_69734_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58558\DollhouseTask_58558\08ddb5a5-5c8e-4378-87f7-d4e00d2dfb7b.jpg,Dataset\DollhouseTask_59179_NoOutdoor\DollhouseTask_59179_NoOutdoor\08ddbbcc-83bf-407a-80e3-c2e6fa8b8b5e.jpg,0,DollhouseTask_58558,DollhouseTask_59179_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-3a6e-40ab-8d8e-d01610a46655.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde272-ebbd-49d9-8430-d201505c5f61.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb593-c625-4c6e-8ea3-9c2e2a5e81ae.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb593-f6c2-41a8-8755-71a01d590abf.jpg,1,DollhouseTask_58489_NoOutdoor,DollhouseTask_58489_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e72-c60f-493b-8be9-cce7373fad8e.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e73-ee5e-41e5-87a5-beee6385c5e3.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-981e-439f-8842-02ba87c0aa95.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-cbfc-450f-898b-ef20145b1cf8.jpg,0,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c3-e236-4523-83f0-2d44227bbed1.jpg,Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c4-9c34-4fc5-8245-958eab290c07.jpg,0,DollhouseTask_66682,DollhouseTask_66682,topology_distance_negative,7,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-d43a-4b60-8f0f-e53e333a8a3b.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd16-2d03-472d-8371-a844bd1a6e47.jpg,0,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-11be-48ea-860f-1f8612ac839b.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-a7b5-4d33-8d1d-7235ec0037af.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-cbb9-40aa-829d-591c072fd26d.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-dde8-41c7-8373-66a6d96431b7.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-65f7-4a30-8d41-4c971d6fa0d0.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-eea9-40ae-894a-7a8ebed193d2.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-5e7c-4519-8c02-ac9f0290bf2d.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-a5c7-414b-85d7-7a07f1084730.jpg,0,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-cde5-470f-88dc-eb3fb846d74b.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-0b5b-475f-83d8-a684b67f55ff.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-5eb7-4db4-837f-483f192b7673.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-b6f8-401e-8bb7-42a2e3f37f92.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,12,train
Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e73-deff-464b-8f0e-a10cbbeadb1c.jpg,Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e74-17e4-41e4-8656-008811e29c9e.jpg,0,DollhouseTask_69127_NoOutdoor,DollhouseTask_69127_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-4cc1-4cdb-8e41-099d0512e47f.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-64c4-4d19-8053-45eebe8d1f08.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-4474-4a35-8507-f8ced0bf14cc.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-3949-40f1-8c7f-b82364ab995a.jpg,0,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-0c99-4245-8aee-68420897ce08.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-904f-4b56-86dc-d5a272f4b58c.jpg,0,DollhouseTask_67839_NoOutdoor,DollhouseTask_61267_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d8-db1c-4411-8b12-51dd1733b9ad.jpg,Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5da-1749-42df-832c-c54a5f906129.jpg,1,DollhouseTask_58546_NoOutdoor,DollhouseTask_58546_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-72a2-479a-86c6-f7322d41ea18.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-f470-429d-8d93-569b7cdea588.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb587-d3e7-4be7-8134-6d98f6a277a0.jpg,Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb588-08dd-468c-8b7a-b2b65da94d88.jpg,1,DollhouseTask_58472_NoOutdoor,DollhouseTask_58472_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e72-f3e0-4ab5-8ae3-2cbfaea47fc2.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e74-5cd1-4630-8719-3e41e80e8ee4.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-e04c-4f65-8779-2a13f0f8a67b.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-e9d3-43b3-8617-14267ff17481.jpg,1,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c3-cea8-4650-8b8b-d32fb694da38.jpg,Dataset\DollhouseTask_59215_NoOutdoor\DollhouseTask_59215_NoOutdoor\08ddbbf3-188f-43c1-819d-6c66cde15a3d.jpg,0,DollhouseTask_66682,DollhouseTask_59215_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-9769-46fd-8291-fe5429a0b599.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-cddc-442f-8eb2-c435de854654.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-7fa7-40a0-8d6a-776885d69816.jpg,Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-27fc-44b3-8d6f-72e3df7d4b4d.jpg,0,DollhouseTask_64538_NoOutdoor,DollhouseTask_65849,cross_house_negative,,train
Dataset\DollhouseTask_65147_NoOutdoor\08dded67-56bd-4d50-885a-3ccde2afe615.jpg,Dataset\DollhouseTask_65147_NoOutdoor\08dded67-5bc4-4a72-8c12-a0342e1760c3.jpg,1,DollhouseTask_65147_NoOutdoor,DollhouseTask_65147_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-f481-4f12-8d10-c6f7ddb24e35.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-1388-440a-8d6a-2cdd9c19fceb.jpg,1,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66790\08ddfabb-04e7-4e13-8633-a39889a21284.jpg,Dataset\DollhouseTask_66790\08ddfabb-161e-429c-82bd-252139d795f9.jpg,1,DollhouseTask_66790,DollhouseTask_66790,hotspot_positive,,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-7169-44c4-8894-dfb323cf1b0f.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5c1-a809-4e3f-88ec-78bb6585e2ad.jpg,1,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-96f5-41be-809f-6f75b2bb6701.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-ecdf-40ae-8ef6-e68d71c0fc77.jpg,1,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-b18f-4719-8afc-9194157a85b4.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-6e8e-4a94-852f-cd03c3b8bd15.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0c-e482-48ff-887b-523e171553c3.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-8fd0-40e7-8a5c-7b95ace6df51.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-0ffe-4980-827f-0d1b2d1d0566.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-4a00-43b4-8560-f3ddc1d7df21.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-3979-4f18-86ee-b3526ebe6d11.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-665b-4c49-8ea6-966fba6f0920.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-ae05-4c92-8a16-68f79c7e1915.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-d099-4cac-86ca-d7a69aa1e0ce.jpg,0,DollhouseTask_58489_NoOutdoor,DollhouseTask_58489_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1400-444e-4f93-852c-d4690bdca17d.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-5af7-48e3-8fa2-bdc8924ae52e.jpg,0,DollhouseTask_69750_NoOutdoor,DollhouseTask_60573_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87e-2d62-4b31-87b2-5977e1f21d9d.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-d1f4-4fe8-8284-3fb5767490a1.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_61295_NoOutdoor\DollhouseTask_61295_NoOutdoor\08ddcc8f-9d9d-4038-800e-c90c92ce5c05.jpg,Dataset\DollhouseTask_61295_NoOutdoor\DollhouseTask_61295_NoOutdoor\08ddcc90-7359-4769-8dfa-c49c3b681cd7.jpg,0,DollhouseTask_61295_NoOutdoor,DollhouseTask_61295_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-7d51-4aa0-8fcf-032c9d94653b.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-306a-45a5-889d-6274a77e2808.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-9cdb-48ad-82e9-29a3b8246e0c.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-0154-4ed7-8575-0a24fb07f91a.jpg,0,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-5a12-4f3b-89cf-9e19707bfedb.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-9e5c-4b2d-8f92-3cb5868b2ee3.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-3c01-4e9d-825a-6751d7a775cf.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-4ac0-46a4-8eac-20c990b9c1f2.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb597-aa49-4e0a-8cd3-2eecebaaee09.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-1852-4440-8a76-485d525a95f8.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-5af7-48e3-8fa2-bdc8924ae52e.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-ad25-4b1e-80fe-782f58016ecd.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0c-6d7d-4131-8dfd-d4cde4f5ca79.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0c-fa8f-4a48-8806-a35331cff447.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1400-444e-4f93-852c-d4690bdca17d.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1401-d8e9-4f83-8dfd-99fa58798ba0.jpg,0,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0c-60d5-4d94-8b3c-6d10c9ff4d9b.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-f16e-4ca3-8d6c-2dffe9b00b04.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-c752-41b6-8521-6a9e9d7cf708.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-d244-449e-8da3-30404bea9e85.jpg,1,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-1687-4e13-89f5-b19e9651877f.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-8a88-4c06-88e0-18989d0482e5.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-9dcb-439a-8fdf-9af8da4c102d.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-fb79-4e6f-88b9-d10cd5e3079e.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1401-80db-4b5c-83b3-2c7a05410f87.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1401-8f4d-488d-8b71-7b213b4f86b9.jpg,1,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e71-deff-459d-8b88-a7c9d9e6193d.jpg,Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e73-deff-464b-8f0e-a10cbbeadb1c.jpg,0,DollhouseTask_69127_NoOutdoor,DollhouseTask_69127_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-6754-4ffa-80da-83aeff7c677f.jpg,Dataset\DollhouseTask_64538_NoOutdoor\08dde7d4-445d-46c1-8cdd-7f2c28eb98d5.jpg,0,DollhouseTask_65849,DollhouseTask_64538_NoOutdoor,cross_house_negative,,train
